removed_path,class,filename,kept_path,quarantined_to,timestamp
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\10. Warts Molluscum and other Viral Infections - 2103\6_190.jpg,10. Warts Molluscum and other Viral Infections - 2103,6_190.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\2_15.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\10. Warts Molluscum and other Viral Infections - 2103\6_190.jpg,2026-07-26T22:07:27.463469
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\10. Warts Molluscum and other Viral Infections - 2103\6_24.jpg,10. Warts Molluscum and other Viral Infections - 2103,6_24.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\2_16.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\10. Warts Molluscum and other Viral Infections - 2103\6_24.jpg,2026-07-26T22:07:27.465070
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\10. Warts Molluscum and other Viral Infections - 2103\6_192.jpg,10. Warts Molluscum and other Viral Infections - 2103,6_192.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\2_17.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\10. Warts Molluscum and other Viral Infections - 2103\6_192.jpg,2026-07-26T22:07:27.465813
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\10. Warts Molluscum and other Viral Infections - 2103\6_320.jpg,10. Warts Molluscum and other Viral Infections - 2103,6_320.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\2_2.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\10. Warts Molluscum and other Viral Infections - 2103\6_320.jpg,2026-07-26T22:07:27.468067
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\10. Warts Molluscum and other Viral Infections - 2103\6_109.jpg,10. Warts Molluscum and other Viral Infections - 2103,6_109.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\2_3.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\10. Warts Molluscum and other Viral Infections - 2103\6_109.jpg,2026-07-26T22:07:27.469333
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\10. Warts Molluscum and other Viral Infections - 2103\6_187.jpg,10. Warts Molluscum and other Viral Infections - 2103,6_187.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\2_4.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\10. Warts Molluscum and other Viral Infections - 2103\6_187.jpg,2026-07-26T22:07:27.470542
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\10. Warts Molluscum and other Viral Infections - 2103\6_305.jpg,10. Warts Molluscum and other Viral Infections - 2103,6_305.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\2_5.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\10. Warts Molluscum and other Viral Infections - 2103\6_305.jpg,2026-07-26T22:07:27.472417
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\10. Warts Molluscum and other Viral Infections - 2103\6_23.jpg,10. Warts Molluscum and other Viral Infections - 2103,6_23.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\2_6.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\10. Warts Molluscum and other Viral Infections - 2103\6_23.jpg,2026-07-26T22:07:27.474030
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\10. Warts Molluscum and other Viral Infections - 2103\6_304.jpg,10. Warts Molluscum and other Viral Infections - 2103,6_304.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\2_7.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\10. Warts Molluscum and other Viral Infections - 2103\6_304.jpg,2026-07-26T22:07:27.475031
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\10. Warts Molluscum and other Viral Infections - 2103\6_234.jpg,10. Warts Molluscum and other Viral Infections - 2103,6_234.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\2_8.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\10. Warts Molluscum and other Viral Infections - 2103\6_234.jpg,2026-07-26T22:07:27.476022
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\10. Warts Molluscum and other Viral Infections - 2103\6_173.jpg,10. Warts Molluscum and other Viral Infections - 2103,6_173.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\2_9.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\10. Warts Molluscum and other Viral Infections - 2103\6_173.jpg,2026-07-26T22:07:27.477329
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\3_23.jpg,1. Eczema 1677,3_23.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\7. Psoriasis pictures Lichen Planus and related diseases - 2k\18_85.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\1. Eczema 1677\3_23.jpg,2026-07-26T22:07:27.479351
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\3_26.jpg,1. Eczema 1677,3_26.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\7. Psoriasis pictures Lichen Planus and related diseases - 2k\18_85.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\1. Eczema 1677\3_26.jpg,2026-07-26T22:07:27.480857
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\3_24.jpg,1. Eczema 1677,3_24.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\7. Psoriasis pictures Lichen Planus and related diseases - 2k\18_84.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\1. Eczema 1677\3_24.jpg,2026-07-26T22:07:27.482490
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\3_30.jpg,1. Eczema 1677,3_30.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\7. Psoriasis pictures Lichen Planus and related diseases - 2k\18_83.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\1. Eczema 1677\3_30.jpg,2026-07-26T22:07:27.483840
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\7. Psoriasis pictures Lichen Planus and related diseases - 2k\v-Lichen-Sclerosus-Skin-1.jpg,7. Psoriasis pictures Lichen Planus and related diseases - 2k,v-Lichen-Sclerosus-Skin-1.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-03AnalExcoriation051204.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\7. Psoriasis pictures Lichen Planus and related diseases - 2k\v-Lichen-Sclerosus-Skin-1.jpg,2026-07-26T22:07:27.485495
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\7. Psoriasis pictures Lichen Planus and related diseases - 2k\v-Lichen-Sclerosus-Skin-2.jpg,7. Psoriasis pictures Lichen Planus and related diseases - 2k,v-Lichen-Sclerosus-Skin-2.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-03AnalExcoriation0512041.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\7. Psoriasis pictures Lichen Planus and related diseases - 2k\v-Lichen-Sclerosus-Skin-2.jpg,2026-07-26T22:07:27.486752
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\v-stasis-dermatitis-195.jpg,1. Eczema 1677,v-stasis-dermatitis-195.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-03ChronicStaisis1.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\1. Eczema 1677\v-stasis-dermatitis-195.jpg,2026-07-26T22:07:27.489154
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-eczema-arms-1.jpg,1. Eczema 1677,t-eczema-arms-1.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-03DermatitisArm.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\1. Eczema 1677\t-eczema-arms-1.jpg,2026-07-26T22:07:27.490978
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\3. Atopic Dermatitis - 1.25k\t-03DermatitisLids.jpg,3. Atopic Dermatitis - 1.25k,t-03DermatitisLids.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-03DermatitisLids.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\3. Atopic Dermatitis - 1.25k\t-03DermatitisLids.jpg,2026-07-26T22:07:27.492330
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-desquamation-1.jpg,1. Eczema 1677,t-desquamation-1.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-03Desquamation-01.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\1. Eczema 1677\t-desquamation-1.jpg,2026-07-26T22:07:27.494237
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\v-desquamation-4.jpg,1. Eczema 1677,v-desquamation-4.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-03Desquamation-02.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\1. Eczema 1677\v-desquamation-4.jpg,2026-07-26T22:07:27.495309
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-desquamation-9.jpg,1. Eczema 1677,t-desquamation-9.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-03Desquamation-035.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\1. Eczema 1677\t-desquamation-9.jpg,2026-07-26T22:07:27.496987
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\v-eczema-chronic-1.jpg,1. Eczema 1677,v-eczema-chronic-1.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-03Desquamation-035.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\1. Eczema 1677\v-eczema-chronic-1.jpg,2026-07-26T22:07:27.497834
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-desquamation-5.jpg,1. Eczema 1677,t-desquamation-5.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-03Desquamation1234.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\1. Eczema 1677\t-desquamation-5.jpg,2026-07-26T22:07:27.498416
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-desquamation-6.jpg,1. Eczema 1677,t-desquamation-6.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-03Desquamation12341.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\1. Eczema 1677\t-desquamation-6.jpg,2026-07-26T22:07:27.498989
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\v-eczema-chronic-20.jpg,1. Eczema 1677,v-eczema-chronic-20.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-03eczema091205.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\1. Eczema 1677\v-eczema-chronic-20.jpg,2026-07-26T22:07:27.499756
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-eczema-leg-7.jpg,1. Eczema 1677,t-eczema-leg-7.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-03EczemaExcoriated.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\1. Eczema 1677\t-eczema-leg-7.jpg,2026-07-26T22:07:27.501848
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-eczema-leg-8.jpg,1. Eczema 1677,t-eczema-leg-8.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-03EczemaExcoriated011204.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\1. Eczema 1677\t-eczema-leg-8.jpg,2026-07-26T22:07:27.503140
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\3. Atopic Dermatitis - 1.25k\t-05hyperkeratosis02010.jpg,3. Atopic Dermatitis - 1.25k,t-05hyperkeratosis02010.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-05hyperkeratosis02010.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\3. Atopic Dermatitis - 1.25k\t-05hyperkeratosis02010.jpg,2026-07-26T22:07:27.504563
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\v-chapped-fissured-feet-13.jpg,1. Eczema 1677,v-chapped-fissured-feet-13.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-chapped-fissured-feet-10.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\1. Eczema 1677\v-chapped-fissured-feet-13.jpg,2026-07-26T22:07:27.505988
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-chapped-fissured-feet-3.jpg,1. Eczema 1677,t-chapped-fissured-feet-3.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-chapped-fissured-feet-11.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\1. Eczema 1677\t-chapped-fissured-feet-3.jpg,2026-07-26T22:07:27.506848
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-chapped-fissured-feet-4.jpg,1. Eczema 1677,t-chapped-fissured-feet-4.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-chapped-fissured-feet-12.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\1. Eczema 1677\t-chapped-fissured-feet-4.jpg,2026-07-26T22:07:27.509230
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k\t-candidiasis-diaper-8.jpg,9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k,t-candidiasis-diaper-8.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-diaper-rash-1.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k\t-candidiasis-diaper-8.jpg,2026-07-26T22:07:27.512519
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k\t-candidiasis-diaper-9.jpg,9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k,t-candidiasis-diaper-9.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-diaper-rash-2.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k\t-candidiasis-diaper-9.jpg,2026-07-26T22:07:27.514233
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-eczema-hand-17.jpg,1. Eczema 1677,t-eczema-hand-17.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-Dyshidrosis-36.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\1. Eczema 1677\t-eczema-hand-17.jpg,2026-07-26T22:07:27.515793
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-eczema-hand-18.jpg,1. Eczema 1677,t-eczema-hand-18.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-Dyshidrosis-37.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\1. Eczema 1677\t-eczema-hand-18.jpg,2026-07-26T22:07:27.516561
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-eczema-hand-127.jpg,1. Eczema 1677,t-eczema-hand-127.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-Dyshidrosis-38.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\1. Eczema 1677\t-eczema-hand-127.jpg,2026-07-26T22:07:27.518171
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-eczema-hand-1.jpg,1. Eczema 1677,t-eczema-hand-1.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-eczema-acute-1.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\1. Eczema 1677\t-eczema-hand-1.jpg,2026-07-26T22:07:27.520239
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-eczema-acute-13.jpg,1. Eczema 1677,t-eczema-acute-13.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-eczema-acute-12.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\1. Eczema 1677\t-eczema-acute-13.jpg,2026-07-26T22:07:27.522666
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\v-lichen-simplex-chronicus-146.jpg,1. Eczema 1677,v-lichen-simplex-chronicus-146.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-eczema-anal-1.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\1. Eczema 1677\v-lichen-simplex-chronicus-146.jpg,2026-07-26T22:07:27.524593
D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\v-lichen-simplex-chronicus-141.jpg,1. Eczema 1677,v-lichen-simplex-chronicus-141.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-eczema-anal-2.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\preprocessing\quarantine\duplicates\1. Eczema 1677\v-lichen-simplex-chronicus-141.jpg,2026-07-26T22:07:27.525849
