class,filename,path,format,size_bytes,width,height,channels,readable
1. Eczema 1677,0_29.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\0_29.jpg,.jpg,22804,294,222,3,True
1. Eczema 1677,0_3.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\0_3.jpg,.jpg,17101,294,222,3,True
1. Eczema 1677,0_30.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\0_30.jpg,.jpg,24627,294,222,3,True
1. Eczema 1677,0_31.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\0_31.jpg,.jpg,22763,294,222,3,True
1. Eczema 1677,0_32.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\0_32.jpg,.jpg,20224,294,222,3,True
1. Eczema 1677,0_33.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\0_33.jpg,.jpg,19932,294,222,3,True
1. Eczema 1677,0_34.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\0_34.jpg,.jpg,19709,294,222,3,True
1. Eczema 1677,0_35.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\0_35.jpg,.jpg,18665,294,222,3,True
1. Eczema 1677,0_36.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\0_36.jpg,.jpg,25428,294,222,3,True
1. Eczema 1677,0_37.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\0_37.jpg,.jpg,21517,294,222,3,True
1. Eczema 1677,0_38.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\0_38.jpg,.jpg,18093,294,222,3,True
1. Eczema 1677,0_39.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\0_39.jpg,.jpg,13160,294,222,3,True
1. Eczema 1677,0_4.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\0_4.jpg,.jpg,15380,294,222,3,True
1. Eczema 1677,0_40.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\0_40.jpg,.jpg,28721,294,222,3,True
1. Eczema 1677,0_41.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\0_41.jpg,.jpg,25406,294,222,3,True
1. Eczema 1677,0_42.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\0_42.jpg,.jpg,22756,294,222,3,True
1. Eczema 1677,0_5.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\0_5.jpg,.jpg,19540,294,222,3,True
1. Eczema 1677,0_6.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\0_6.jpg,.jpg,14917,294,222,3,True
1. Eczema 1677,0_7.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\0_7.jpg,.jpg,26857,294,222,3,True
1. Eczema 1677,0_8.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\0_8.jpg,.jpg,11772,294,222,3,True
1. Eczema 1677,0_9.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\0_9.jpg,.jpg,20629,294,222,3,True
1. Eczema 1677,1_0.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\1_0.jpg,.jpg,12516,294,222,3,True
1. Eczema 1677,1_1.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\1_1.jpg,.jpg,24314,294,222,3,True
1. Eczema 1677,1_10.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\1_10.jpg,.jpg,15135,294,222,3,True
1. Eczema 1677,1_11.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\1_11.jpg,.jpg,12696,294,222,3,True
1. Eczema 1677,1_12.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\1_12.jpg,.jpg,13164,294,222,3,True
1. Eczema 1677,1_13.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\1_13.jpg,.jpg,12519,294,222,3,True
1. Eczema 1677,1_14.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\1_14.jpg,.jpg,18144,294,222,3,True
1. Eczema 1677,1_15.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\1_15.jpg,.jpg,17427,294,222,3,True
1. Eczema 1677,1_16.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\1_16.jpg,.jpg,22243,294,222,3,True
1. Eczema 1677,1_17.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\1_17.jpg,.jpg,18749,294,222,3,True
1. Eczema 1677,1_18.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\1_18.jpg,.jpg,10445,294,222,3,True
1. Eczema 1677,1_19.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\1_19.jpg,.jpg,16110,294,222,3,True
1. Eczema 1677,1_2.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\1_2.jpg,.jpg,21041,294,222,3,True
1. Eczema 1677,1_20.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\1_20.jpg,.jpg,13423,294,222,3,True
1. Eczema 1677,1_21.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\1_21.jpg,.jpg,10713,294,222,3,True
1. Eczema 1677,1_22.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\1_22.jpg,.jpg,13348,294,222,3,True
1. Eczema 1677,1_23.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\1_23.jpg,.jpg,14688,294,222,3,True
1. Eczema 1677,1_24.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\1_24.jpg,.jpg,13073,294,222,3,True
1. Eczema 1677,1_25.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\1_25.jpg,.jpg,16587,294,222,3,True
1. Eczema 1677,1_26.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\1_26.jpg,.jpg,20379,294,222,3,True
1. Eczema 1677,1_3.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\1_3.jpg,.jpg,11161,294,222,3,True
1. Eczema 1677,1_4.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\1_4.jpg,.jpg,24969,294,222,3,True
1. Eczema 1677,1_5.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\1_5.jpg,.jpg,15648,294,222,3,True
1. Eczema 1677,1_6.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\1_6.jpg,.jpg,11624,294,222,3,True
1. Eczema 1677,1_7.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\1_7.jpg,.jpg,12159,294,222,3,True
1. Eczema 1677,1_8.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\1_8.jpg,.jpg,9806,294,222,3,True
1. Eczema 1677,1_9.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\1_9.jpg,.jpg,13511,294,222,3,True
1. Eczema 1677,2_0.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\2_0.jpg,.jpg,33577,294,222,3,True
1. Eczema 1677,2_1.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\2_1.jpg,.jpg,26110,294,222,3,True
1. Eczema 1677,2_10.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\2_10.jpg,.jpg,20634,294,222,3,True
1. Eczema 1677,2_11.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\2_11.jpg,.jpg,25050,294,222,3,True
1. Eczema 1677,2_12.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\2_12.jpg,.jpg,25579,294,222,3,True
1. Eczema 1677,2_13.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\2_13.jpg,.jpg,28274,294,222,3,True
1. Eczema 1677,2_14.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\2_14.jpg,.jpg,22001,294,222,3,True
1. Eczema 1677,2_15.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\2_15.jpg,.jpg,25631,294,222,3,True
1. Eczema 1677,2_16.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\2_16.jpg,.jpg,22257,294,222,3,True
1. Eczema 1677,2_17.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\2_17.jpg,.jpg,25577,294,222,3,True
1. Eczema 1677,2_2.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\2_2.jpg,.jpg,27205,294,222,3,True
1. Eczema 1677,2_3.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\2_3.jpg,.jpg,34136,294,222,3,True
1. Eczema 1677,2_4.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\2_4.jpg,.jpg,28845,294,222,3,True
1. Eczema 1677,2_5.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\2_5.jpg,.jpg,22434,294,222,3,True
1. Eczema 1677,2_6.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\2_6.jpg,.jpg,32205,294,222,3,True
1. Eczema 1677,2_7.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\2_7.jpg,.jpg,21457,294,222,3,True
1. Eczema 1677,2_8.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\2_8.jpg,.jpg,17331,294,222,3,True
1. Eczema 1677,2_9.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\2_9.jpg,.jpg,28668,294,222,3,True
1. Eczema 1677,3_0.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\3_0.jpg,.jpg,25708,294,222,3,True
1. Eczema 1677,3_1.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\3_1.jpg,.jpg,18948,294,222,3,True
1. Eczema 1677,3_10.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\3_10.jpg,.jpg,20312,294,222,3,True
1. Eczema 1677,3_11.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\3_11.jpg,.jpg,19813,294,222,3,True
1. Eczema 1677,3_12.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\3_12.jpg,.jpg,22821,294,222,3,True
1. Eczema 1677,3_13.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\3_13.jpg,.jpg,19860,294,222,3,True
1. Eczema 1677,3_14.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\3_14.jpg,.jpg,17136,294,222,3,True
1. Eczema 1677,3_15.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\3_15.jpg,.jpg,26578,294,222,3,True
1. Eczema 1677,3_16.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\3_16.jpg,.jpg,17194,294,222,3,True
1. Eczema 1677,3_17.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\3_17.jpg,.jpg,16010,294,222,3,True
1. Eczema 1677,3_18.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\3_18.jpg,.jpg,17657,294,222,3,True
1. Eczema 1677,3_19.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\3_19.jpg,.jpg,16957,294,222,3,True
1. Eczema 1677,3_2.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\3_2.jpg,.jpg,19547,294,222,3,True
1. Eczema 1677,3_20.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\3_20.jpg,.jpg,15818,294,222,3,True
1. Eczema 1677,3_21.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\3_21.jpg,.jpg,15049,294,222,3,True
1. Eczema 1677,3_22.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\3_22.jpg,.jpg,18914,294,222,3,True
1. Eczema 1677,3_23.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\3_23.jpg,.jpg,18082,294,222,3,True
1. Eczema 1677,3_24.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\3_24.jpg,.jpg,22058,294,222,3,True
1. Eczema 1677,3_25.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\3_25.jpg,.jpg,29097,294,222,3,True
1. Eczema 1677,3_26.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\3_26.jpg,.jpg,19006,294,222,3,True
1. Eczema 1677,3_27.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\3_27.jpg,.jpg,25481,294,222,3,True
1. Eczema 1677,3_28.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\3_28.jpg,.jpg,22362,294,222,3,True
1. Eczema 1677,3_29.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\3_29.jpg,.jpg,16260,294,222,3,True
1. Eczema 1677,3_3.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\3_3.jpg,.jpg,28814,294,222,3,True
1. Eczema 1677,3_30.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\3_30.jpg,.jpg,30798,294,222,3,True
1. Eczema 1677,3_31.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\3_31.jpg,.jpg,19169,294,222,3,True
1. Eczema 1677,3_4.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\3_4.jpg,.jpg,18388,294,222,3,True
1. Eczema 1677,3_5.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\3_5.jpg,.jpg,22657,294,222,3,True
1. Eczema 1677,3_6.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\3_6.jpg,.jpg,15953,294,222,3,True
1. Eczema 1677,3_7.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\3_7.jpg,.jpg,18522,294,222,3,True
1. Eczema 1677,3_8.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\3_8.jpg,.jpg,20333,294,222,3,True
1. Eczema 1677,3_9.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\3_9.jpg,.jpg,33397,294,222,3,True
1. Eczema 1677,4_0.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\4_0.jpg,.jpg,15423,294,222,3,True
1. Eczema 1677,4_1.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\4_1.jpg,.jpg,13815,294,222,3,True
1. Eczema 1677,4_10.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\4_10.jpg,.jpg,11507,294,222,3,True
1. Eczema 1677,4_11.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\4_11.jpg,.jpg,17779,294,222,3,True
1. Eczema 1677,4_12.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\4_12.jpg,.jpg,17839,294,222,3,True
1. Eczema 1677,4_2.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\4_2.jpg,.jpg,17902,294,222,3,True
1. Eczema 1677,4_3.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\4_3.jpg,.jpg,11897,294,222,3,True
1. Eczema 1677,4_4.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\4_4.jpg,.jpg,15181,294,222,3,True
1. Eczema 1677,4_5.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\4_5.jpg,.jpg,18565,294,222,3,True
1. Eczema 1677,4_6.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\4_6.jpg,.jpg,17897,294,222,3,True
1. Eczema 1677,4_7.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\4_7.jpg,.jpg,21606,294,222,3,True
1. Eczema 1677,4_8.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\4_8.jpg,.jpg,13215,294,222,3,True
1. Eczema 1677,4_9.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\4_9.jpg,.jpg,14578,294,222,3,True
1. Eczema 1677,t-03AnalExcoriation051204.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-03AnalExcoriation051204.jpg,.jpg,115763,720,472,3,True
1. Eczema 1677,t-03AnalExcoriation0512041.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-03AnalExcoriation0512041.jpg,.jpg,109867,720,472,3,True
1. Eczema 1677,t-03ChronicStaisis1.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-03ChronicStaisis1.jpg,.jpg,134870,720,472,3,True
1. Eczema 1677,t-03ContactDermLids1.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-03ContactDermLids1.jpg,.jpg,95297,720,472,3,True
1. Eczema 1677,t-03DermatitisArm.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-03DermatitisArm.jpg,.jpg,122760,720,472,3,True
1. Eczema 1677,t-03DermatitisLids.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-03DermatitisLids.jpg,.jpg,84933,720,472,3,True
1. Eczema 1677,t-03Desquamation-01.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-03Desquamation-01.jpg,.jpg,101974,720,472,3,True
1. Eczema 1677,t-03Desquamation-02.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-03Desquamation-02.jpg,.jpg,97996,720,472,3,True
1. Eczema 1677,t-03Desquamation-035.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-03Desquamation-035.jpg,.jpg,88088,720,472,3,True
1. Eczema 1677,t-03Desquamation1234.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-03Desquamation1234.jpg,.jpg,53508,480,720,3,True
1. Eczema 1677,t-03Desquamation12341.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-03Desquamation12341.jpg,.jpg,85570,720,480,3,True
1. Eczema 1677,t-03eczema091205.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-03eczema091205.jpg,.jpg,95420,720,480,3,True
1. Eczema 1677,t-03Eczema0915.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-03Eczema0915.jpg,.jpg,102942,720,472,3,True
1. Eczema 1677,t-03EczemaExcoriated.jpg,D:\aadhavan\AI-Based Skin Disease Detection and Preliminary Diagnosis System\dataset\1. Eczema 1677\t-03EczemaExcoriated.jpg,.jpg,77808,720,472,3,True
